name,value,type
EOS,16600.973,crypto
XRP,44203.256,crypto
Lumens,200954.72,crypto
Chainlink,2500.951,crypto
Polkadot,3248.283,crypto
Yearn.finance,2.495,crypto
US Dollar,17139.521,fiat
United Arab Emirates Dirham,62953.461,fiat
Argentine Peso,2912489.961,fiat
Australian Dollar,25216.297,fiat
Bangladeshi Taka,1772604.883,fiat
Bahraini Dinar,6451.795,fiat
Bermudian Dollar,17139.521,fiat
Brazil Real,89776.812,fiat
Canadian Dollar,23528.277,fiat
Swiss Franc,16027.183,fiat
Chilean Peso,14772210.551,fiat
Chinese Yuan,119251.646,fiat
Czech Koruna,394930.561,fiat
Danish Krone,121039.298,fiat
Euro,16259.098,fiat
British Pound Sterling,13982.884,fiat
Hong Kong Dollar,133449.169,fiat
Hungarian Forint,6811588.524,fiat
Indonesian Rupiah,267427949.643,fiat
Israeli New Shekel,58600.88,fiat
Indian Rupee,1413001.84,fiat
Japanese Yen,2340829.902,fiat
South Korean Won,22354563.345,fiat
Kuwaiti Dinar,5258.079,fiat
Sri Lankan Rupee,6303170.302,fiat
Burmese Kyat,36018108.731,fiat
Mexican Peso,338968.311,fiat
Malaysian Ringgit,75473.881,fiat
Nigerian Naira,7606620.83,fiat
Norwegian Krone,171487.765,fiat
New Zealand Dollar,26726.221,fiat
Philippine Peso,949100.97,fiat
Pakistani Rupee,3853934.964,fiat
Polish Zloty,76314.575,fiat
Russian Ruble,1071477.203,fiat
Saudi Riyal,64446.365,fiat
Swedish Krona,177396.615,fiat
Singapore Dollar,23241.19,fiat
Thai Baht,593451.757,fiat
Turkish Lira,319670.924,fiat
New Taiwan Dollar,526332.415,fiat
Ukrainian hryvnia,630230.29,fiat
Venezuelan bolívar fuerte,1716.18,fiat
Vietnamese đồng,407920605.109,fiat
South African Rand,297445.935,fiat
IMF Special Drawing Rights,12940.972,fiat
Silver - Troy Ounce,729.963,commodity
Gold - Troy Ounce,9.536,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.501,crypto
Litecoin,224.782,crypto
Bitcoin Cash,156.937,crypto
Binance Coin,59.48,crypto
EOS,16598.826,crypto
XRP,44200.835,crypto
Lumens,200924.877,crypto
Chainlink,2502.325,crypto
Polkadot,3248.035,crypto
Yearn.finance,2.495,crypto
US Dollar,17135.152,fiat
United Arab Emirates Dirham,62937.414,fiat
Argentine Peso,2911747.579,fiat
Australian Dollar,25209.87,fiat
Bangladeshi Taka,1772153.053,fiat
Bahraini Dinar,6450.151,fiat
Bermudian Dollar,17135.152,fiat
Brazil Real,89753.928,fiat
Canadian Dollar,23522.28,fiat
Swiss Franc,16023.098,fiat
Chilean Peso,14768445.175,fiat
Chinese Yuan,119221.25,fiat
Czech Koruna,394829.895,fiat
Danish Krone,121008.446,fiat
Euro,16254.953,fiat
British Pound Sterling,13979.32,fiat
Hong Kong Dollar,133415.153,fiat
Hungarian Forint,6809852.278,fiat
Indonesian Rupiah,267359783.343,fiat
Israeli New Shekel,58585.942,fiat
Indian Rupee,1412641.671,fiat
Japanese Yen,2340233.234,fiat
South Korean Won,22348865.258,fiat
Kuwaiti Dinar,5256.739,fiat
Sri Lankan Rupee,6301563.649,fiat
Burmese Kyat,36008927.861,fiat
Mexican Peso,338881.909,fiat
Malaysian Ringgit,75454.643,fiat
Nigerian Naira,7604681.933,fiat
Norwegian Krone,171444.054,fiat
New Zealand Dollar,26719.408,fiat
Philippine Peso,948859.048,fiat
Pakistani Rupee,3852952.612,fiat
Polish Zloty,76295.122,fiat
Russian Ruble,1071204.088,fiat
Saudi Riyal,64429.938,fiat
Swedish Krona,177351.397,fiat
Singapore Dollar,23235.266,fiat
Thai Baht,593300.488,fiat
Turkish Lira,319589.441,fiat
New Taiwan Dollar,526198.255,fiat
Ukrainian hryvnia,630069.647,fiat
Venezuelan bolívar fuerte,1715.742,fiat
Vietnamese đồng,407816627.8,fiat
South African Rand,297370.117,fiat
IMF Special Drawing Rights,12937.674,fiat
Silver - Troy Ounce,729.777,commodity
Gold - Troy Ounce,9.534,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.502,crypto
Litecoin,224.761,crypto
Bitcoin Cash,156.98,crypto
Binance Coin,59.486,crypto
EOS,16594.571,crypto
XRP,44205.529,crypto
Lumens,200889.907,crypto
Chainlink,2503.04,crypto
Polkadot,3247.713,crypto
Yearn.finance,2.492,crypto
US Dollar,17139.154,fiat
United Arab Emirates Dirham,62952.115,fiat
Argentine Peso,2912427.685,fiat
Australian Dollar,25215.758,fiat
Bangladeshi Taka,1772566.981,fiat
Bahraini Dinar,6451.657,fiat
Bermudian Dollar,17139.154,fiat
Brazil Real,89774.892,fiat
Canadian Dollar,23527.774,fiat
Swiss Franc,16026.84,fiat
Chilean Peso,14771894.687,fiat
Chinese Yuan,119249.096,fiat
Czech Koruna,394922.117,fiat
Danish Krone,121036.71,fiat
Euro,16258.75,fiat
British Pound Sterling,13982.585,fiat
Hong Kong Dollar,133446.315,fiat
Hungarian Forint,6811442.876,fiat
Indonesian Rupiah,267422231.408,fiat
Israeli New Shekel,58599.627,fiat
Indian Rupee,1412971.626,fiat
Japanese Yen,2340779.849,fiat
South Korean Won,22354085.352,fiat
Kuwaiti Dinar,5257.967,fiat
Sri Lankan Rupee,6303035.525,fiat
Burmese Kyat,36017338.58,fiat
Mexican Peso,338961.063,fiat
Malaysian Ringgit,75472.267,fiat
Nigerian Naira,7606458.183,fiat
Norwegian Krone,171484.098,fiat
New Zealand Dollar,26725.649,fiat
Philippine Peso,949080.676,fiat
Pakistani Rupee,3853852.558,fiat
Polish Zloty,76312.943,fiat
Russian Ruble,1071454.292,fiat
Saudi Riyal,64444.987,fiat
Swedish Krona,177392.822,fiat
Singapore Dollar,23240.693,fiat
Thai Baht,593439.068,fiat
Turkish Lira,319664.088,fiat
New Taiwan Dollar,526321.161,fiat
Ukrainian hryvnia,630216.814,fiat
Venezuelan bolívar fuerte,1716.143,fiat
Vietnamese đồng,407911882.811,fiat
South African Rand,297439.575,fiat
IMF Special Drawing Rights,12940.695,fiat
Silver - Troy Ounce,729.947,commodity
Gold - Troy Ounce,9.536,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.504,crypto
Litecoin,224.774,crypto
Bitcoin Cash,157,crypto
Binance Coin,59.488,crypto
EOS,16591.728,crypto
XRP,44220.113,crypto
Lumens,200871.615,crypto
Chainlink,2503.172,crypto
Polkadot,3248.674,crypto
Yearn.finance,2.494,crypto
US Dollar,17139.769,fiat
United Arab Emirates Dirham,62954.374,fiat
Argentine Peso,2912532.187,fiat
Australian Dollar,25216.663,fiat
Bangladeshi Taka,1772630.583,fiat
Bahraini Dinar,6451.889,fiat
Bermudian Dollar,17139.769,fiat
Brazil Real,89778.113,fiat
Canadian Dollar,23528.618,fiat
Swiss Franc,16027.415,fiat
Chilean Peso,14772424.725,fiat
Chinese Yuan,119253.375,fiat
Czech Koruna,394936.287,fiat
Danish Krone,121041.053,fiat
Euro,16259.334,fiat
British Pound Sterling,13983.086,fiat
Hong Kong Dollar,133451.104,fiat
Hungarian Forint,6811687.281,fiat
Indonesian Rupiah,267431826.934,fiat
Israeli New Shekel,58601.729,fiat
Indian Rupee,1413022.326,fiat
Japanese Yen,2340863.84,fiat
South Korean Won,22354887.452,fiat
Kuwaiti Dinar,5258.155,fiat
Sri Lankan Rupee,6303261.688,fiat
Burmese Kyat,36018630.938,fiat
Mexican Peso,338973.225,fiat
Malaysian Ringgit,75474.975,fiat
Nigerian Naira,7606731.114,fiat
Norwegian Krone,171490.251,fiat
New Zealand Dollar,26726.608,fiat
Philippine Peso,949114.731,fiat
Pakistani Rupee,3853990.84,fiat
Polish Zloty,76315.681,fiat
Russian Ruble,1071492.738,fiat
Saudi Riyal,64447.299,fiat
Swedish Krona,177399.187,fiat
Singapore Dollar,23241.527,fiat
Thai Baht,593460.361,fiat
Turkish Lira,319675.559,fiat
New Taiwan Dollar,526340.046,fiat
Ukrainian hryvnia,630239.427,fiat
Venezuelan bolívar fuerte,1716.205,fiat
Vietnamese đồng,407926519.326,fiat
South African Rand,297450.248,fiat
IMF Special Drawing Rights,12941.16,fiat
Silver - Troy Ounce,729.973,commodity
Gold - Troy Ounce,9.536,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.501,crypto
Litecoin,224.741,crypto
Bitcoin Cash,157.001,crypto
Binance Coin,59.493,crypto
EOS,16590.539,crypto
XRP,44216.621,crypto
Lumens,200852.632,crypto
Chainlink,2502.892,crypto
Polkadot,3248.755,crypto
Yearn.finance,2.495,crypto
US Dollar,17139.812,fiat
United Arab Emirates Dirham,62954.53,fiat
Argentine Peso,2912539.436,fiat
Australian Dollar,25216.726,fiat
Bangladeshi Taka,1772634.995,fiat
Bahraini Dinar,6451.905,fiat
Bermudian Dollar,17139.812,fiat
Brazil Real,89778.337,fiat
Canadian Dollar,23528.677,fiat
Swiss Franc,16027.455,fiat
Chilean Peso,14772461.49,fiat
Chinese Yuan,119253.672,fiat
Czech Koruna,394937.27,fiat
Danish Krone,121041.354,fiat
Euro,16259.374,fiat
British Pound Sterling,13983.121,fiat
Hong Kong Dollar,133451.436,fiat
Hungarian Forint,6811704.234,fiat
Indonesian Rupiah,267432492.496,fiat
Israeli New Shekel,58601.875,fiat
Indian Rupee,1413025.843,fiat
Japanese Yen,2340869.666,fiat
South Korean Won,22354943.087,fiat
Kuwaiti Dinar,5258.168,fiat
Sri Lankan Rupee,6303277.375,fiat
Burmese Kyat,36018720.578,fiat
Mexican Peso,338974.069,fiat
Malaysian Ringgit,75475.163,fiat
Nigerian Naira,7606750.045,fiat
Norwegian Krone,171490.678,fiat
New Zealand Dollar,26726.675,fiat
Philippine Peso,949117.093,fiat
Pakistani Rupee,3854000.432,fiat
Polish Zloty,76315.871,fiat
Russian Ruble,1071495.404,fiat
Saudi Riyal,64447.459,fiat
Swedish Krona,177399.629,fiat
Singapore Dollar,23241.585,fiat
Thai Baht,593461.838,fiat
Turkish Lira,319676.354,fiat
New Taiwan Dollar,526341.356,fiat
Ukrainian hryvnia,630240.996,fiat
Venezuelan bolívar fuerte,1716.209,fiat
Vietnamese đồng,407927534.539,fiat
South African Rand,297450.988,fiat
IMF Special Drawing Rights,12941.192,fiat
Silver - Troy Ounce,729.975,commodity
Gold - Troy Ounce,9.536,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.496,crypto
Litecoin,224.702,crypto
Bitcoin Cash,156.655,crypto
Binance Coin,59.5,crypto
EOS,16595.09,crypto
XRP,44214.524,crypto
Lumens,200940.289,crypto
Chainlink,2503.192,crypto
Polkadot,3250.138,crypto
Yearn.finance,2.495,crypto
US Dollar,17135.837,fiat
United Arab Emirates Dirham,62939.929,fiat
Argentine Peso,2911863.932,fiat
Australian Dollar,25210.877,fiat
Bangladeshi Taka,1772223.868,fiat
Bahraini Dinar,6450.408,fiat
Bermudian Dollar,17135.837,fiat
Brazil Real,89757.514,fiat
Canadian Dollar,23523.22,fiat
Swiss Franc,16023.738,fiat
Chilean Peso,14769035.319,fiat
Chinese Yuan,119226.014,fiat
Czech Koruna,394845.673,fiat
Danish Krone,121013.281,fiat
Euro,16255.603,fiat
British Pound Sterling,13979.878,fiat
Hong Kong Dollar,133420.484,fiat
Hungarian Forint,6810124.398,fiat
Indonesian Rupiah,267370466.994,fiat
Israeli New Shekel,58588.283,fiat
Indian Rupee,1412698.12,fiat
Japanese Yen,2340326.749,fiat
South Korean Won,22349758.314,fiat
Kuwaiti Dinar,5256.949,fiat
Sri Lankan Rupee,6301815.459,fiat
Burmese Kyat,36010366.772,fiat
Mexican Peso,338895.451,fiat
Malaysian Ringgit,75457.658,fiat
Nigerian Naira,7604985.815,fiat
Norwegian Krone,171450.904,fiat
New Zealand Dollar,26720.476,fiat
Philippine Peso,948896.964,fiat
Pakistani Rupee,3853106.575,fiat
Polish Zloty,76298.171,fiat
Russian Ruble,1071246.893,fiat
Saudi Riyal,64432.512,fiat
Swedish Krona,177358.484,fiat
Singapore Dollar,23236.195,fiat
Thai Baht,593324.197,fiat
Turkish Lira,319602.212,fiat
New Taiwan Dollar,526219.282,fiat
Ukrainian hryvnia,630094.824,fiat
Venezuelan bolívar fuerte,1715.811,fiat
Vietnamese đồng,407832924.082,fiat
South African Rand,297382,fiat
IMF Special Drawing Rights,12938.191,fiat
Silver - Troy Ounce,729.806,commodity
Gold - Troy Ounce,9.534,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.497,crypto
Litecoin,224.714,crypto
Bitcoin Cash,156.659,crypto
Binance Coin,59.501,crypto
EOS,16597.431,crypto
XRP,44215.135,crypto
Lumens,200933.736,crypto
Chainlink,2502.692,crypto
Polkadot,3250.099,crypto
Yearn.finance,2.495,crypto
US Dollar,17140.644,fiat
United Arab Emirates Dirham,62957.588,fiat
Argentine Peso,2912680.897,fiat
Australian Dollar,25217.95,fiat
Bangladeshi Taka,1772721.091,fiat
Bahraini Dinar,6452.218,fiat
Bermudian Dollar,17140.644,fiat
Brazil Real,89782.697,fiat
Canadian Dollar,23529.82,fiat
Swiss Franc,16028.234,fiat
Chilean Peso,14773178.986,fiat
Chinese Yuan,119259.464,fiat
Czech Koruna,394956.452,fiat
Danish Krone,121047.233,fiat
Euro,16260.164,fiat
British Pound Sterling,13983.8,fiat
Hong Kong Dollar,133457.917,fiat
Hungarian Forint,6812035.077,fiat
Indonesian Rupiah,267445481.646,fiat
Israeli New Shekel,58604.721,fiat
Indian Rupee,1413094.473,fiat
Japanese Yen,2340983.361,fiat
South Korean Won,22356028.862,fiat
Kuwaiti Dinar,5258.424,fiat
Sri Lankan Rupee,6303583.524,fiat
Burmese Kyat,36020470.001,fiat
Mexican Peso,338990.533,fiat
Malaysian Ringgit,75478.829,fiat
Nigerian Naira,7607119.504,fiat
Norwegian Krone,171499.008,fiat
New Zealand Dollar,26727.973,fiat
Philippine Peso,949163.191,fiat
Pakistani Rupee,3854187.62,fiat
Polish Zloty,76319.578,fiat
Russian Ruble,1071547.447,fiat
Saudi Riyal,64450.59,fiat
Swedish Krona,177408.245,fiat
Singapore Dollar,23242.714,fiat
Thai Baht,593490.662,fiat
Turkish Lira,319691.881,fiat
New Taiwan Dollar,526366.92,fiat
Ukrainian hryvnia,630271.607,fiat
Venezuelan bolívar fuerte,1716.292,fiat
Vietnamese đồng,407947347.508,fiat
South African Rand,297465.435,fiat
IMF Special Drawing Rights,12941.821,fiat
Silver - Troy Ounce,730.011,commodity
Gold - Troy Ounce,9.537,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.497,crypto
Litecoin,224.733,crypto
Bitcoin Cash,157.357,crypto
Binance Coin,59.491,crypto
EOS,16603.936,crypto
XRP,44203.607,crypto
Lumens,200904.928,crypto
Chainlink,2502.044,crypto
Polkadot,3250.045,crypto
Yearn.finance,2.491,crypto
US Dollar,17135.994,fiat
United Arab Emirates Dirham,62940.507,fiat
Argentine Peso,2911890.662,fiat
Australian Dollar,25211.109,fiat
Bangladeshi Taka,1772240.137,fiat
Bahraini Dinar,6450.468,fiat
Bermudian Dollar,17135.994,fiat
Brazil Real,89758.338,fiat
Canadian Dollar,23523.436,fiat
Swiss Franc,16023.885,fiat
Chilean Peso,14769170.897,fiat
Chinese Yuan,119227.108,fiat
Czech Koruna,394849.297,fiat
Danish Krone,121014.392,fiat
Euro,16255.752,fiat
British Pound Sterling,13980.006,fiat
Hong Kong Dollar,133421.709,fiat
Hungarian Forint,6810186.914,fiat
Indonesian Rupiah,267372921.417,fiat
Israeli New Shekel,58588.821,fiat
Indian Rupee,1412711.088,fiat
Japanese Yen,2340348.233,fiat
South Korean Won,22349963.482,fiat
Kuwaiti Dinar,5256.997,fiat
Sri Lankan Rupee,6301873.309,fiat
Burmese Kyat,36010697.342,fiat
Mexican Peso,338898.562,fiat
Malaysian Ringgit,75458.351,fiat
Nigerian Naira,7605055.628,fiat
Norwegian Krone,171452.478,fiat
New Zealand Dollar,26720.721,fiat
Philippine Peso,948905.675,fiat
Pakistani Rupee,3853141.946,fiat
Polish Zloty,76298.872,fiat
Russian Ruble,1071256.727,fiat
Saudi Riyal,64433.104,fiat
Swedish Krona,177360.112,fiat
Singapore Dollar,23236.408,fiat
Thai Baht,593329.643,fiat
Turkish Lira,319605.146,fiat
New Taiwan Dollar,526224.112,fiat
Ukrainian hryvnia,630100.609,fiat
Venezuelan bolívar fuerte,1715.827,fiat
Vietnamese đồng,407836667.932,fiat
South African Rand,297384.73,fiat
IMF Special Drawing Rights,12938.309,fiat
Silver - Troy Ounce,729.813,commodity
Gold - Troy Ounce,9.534,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.497,crypto
Litecoin,224.714,crypto
Bitcoin Cash,157.348,crypto
Binance Coin,59.49,crypto
EOS,16603.335,crypto
XRP,44195.956,crypto
Lumens,200909.076,crypto
Chainlink,2502.229,crypto
Polkadot,3250.259,crypto
Yearn.finance,2.492,crypto
US Dollar,17140.237,fiat
United Arab Emirates Dirham,62956.093,fiat
Argentine Peso,2912611.721,fiat
Australian Dollar,25217.351,fiat
Bangladeshi Taka,1772678.989,fiat
Bahraini Dinar,6452.065,fiat
Bermudian Dollar,17140.237,fiat
Brazil Real,89780.565,fiat
Canadian Dollar,23529.261,fiat
Swiss Franc,16027.853,fiat
Chilean Peso,14772828.122,fiat
Chinese Yuan,119256.632,fiat
Czech Koruna,394947.072,fiat
Danish Krone,121044.359,fiat
Euro,16259.778,fiat
British Pound Sterling,13983.468,fiat
Hong Kong Dollar,133454.748,fiat
Hungarian Forint,6811873.291,fiat
Indonesian Rupiah,267439129.798,fiat
Israeli New Shekel,58603.329,fiat
Indian Rupee,1413060.912,fiat
Japanese Yen,2340927.763,fiat
South Korean Won,22355497.905,fiat
Kuwaiti Dinar,5258.299,fiat
Sri Lankan Rupee,6303433.814,fiat
Burmese Kyat,36019614.513,fiat
Mexican Peso,338982.482,fiat
Malaysian Ringgit,75477.036,fiat
Nigerian Naira,7606938.834,fiat
Norwegian Krone,171494.934,fiat
New Zealand Dollar,26727.338,fiat
Philippine Peso,949140.648,fiat
Pakistani Rupee,3854096.083,fiat
Polish Zloty,76317.765,fiat
Russian Ruble,1071521.997,fiat
Saudi Riyal,64449.059,fiat
Swedish Krona,177404.031,fiat
Singapore Dollar,23242.162,fiat
Thai Baht,593476.567,fiat
Turkish Lira,319684.288,fiat
New Taiwan Dollar,526354.419,fiat
Ukrainian hryvnia,630256.638,fiat
Venezuelan bolívar fuerte,1716.252,fiat
Vietnamese đồng,407937658.732,fiat
South African Rand,297458.37,fiat
IMF Special Drawing Rights,12941.513,fiat
Silver - Troy Ounce,729.993,commodity
Gold - Troy Ounce,9.536,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.498,crypto
Litecoin,224.644,crypto
Bitcoin Cash,157.329,crypto
Binance Coin,59.496,crypto
EOS,16595.076,crypto
XRP,44180.63,crypto
Lumens,200917.917,crypto
Chainlink,2502.063,crypto
Polkadot,3249.691,crypto
Yearn.finance,2.489,crypto
US Dollar,17140.64,fiat
United Arab Emirates Dirham,62957.57,fiat
Argentine Peso,2912680.075,fiat
Australian Dollar,25217.943,fiat
Bangladeshi Taka,1772720.591,fiat
Bahraini Dinar,6452.216,fiat
Bermudian Dollar,17140.64,fiat
Brazil Real,89782.672,fiat
Canadian Dollar,23529.813,fiat
Swiss Franc,16028.229,fiat
Chilean Peso,14773174.812,fiat
Chinese Yuan,119259.431,fiat
Czech Koruna,394956.341,fiat
Danish Krone,121047.199,fiat
Euro,16260.159,fiat
British Pound Sterling,13983.796,fiat
Hong Kong Dollar,133457.88,fiat
Hungarian Forint,6812033.153,fiat
Indonesian Rupiah,267445406.086,fiat
Israeli New Shekel,58604.705,fiat
Indian Rupee,1413094.074,fiat
Japanese Yen,2340982.7,fiat
South Korean Won,22356022.546,fiat
Kuwaiti Dinar,5258.422,fiat
Sri Lankan Rupee,6303581.743,fiat
Burmese Kyat,36020459.825,fiat
Mexican Peso,338990.437,fiat
Malaysian Ringgit,75478.808,fiat
Nigerian Naira,7607117.355,fiat
Norwegian Krone,171498.959,fiat
New Zealand Dollar,26727.965,fiat
Philippine Peso,949162.923,fiat
Pakistani Rupee,3854186.531,fiat
Polish Zloty,76319.556,fiat
Russian Ruble,1071547.144,fiat
Saudi Riyal,64450.571,fiat
Swedish Krona,177408.195,fiat
Singapore Dollar,23242.707,fiat
Thai Baht,593490.495,fiat
Turkish Lira,319691.79,fiat
New Taiwan Dollar,526366.771,fiat
Ukrainian hryvnia,630271.429,fiat
Venezuelan bolívar fuerte,1716.292,fiat
Vietnamese đồng,407947232.254,fiat
South African Rand,297465.351,fiat
IMF Special Drawing Rights,12941.817,fiat
Silver - Troy Ounce,730.01,commodity
Gold - Troy Ounce,9.537,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.498,crypto
Litecoin,224.628,crypto
Bitcoin Cash,157.32,crypto
Binance Coin,59.494,crypto
EOS,16590.446,crypto
XRP,44194.76,crypto
Lumens,200860.305,crypto
Chainlink,2501.933,crypto
Polkadot,3250.871,crypto
Yearn.finance,2.488,crypto
US Dollar,17140.73,fiat
United Arab Emirates Dirham,62957.902,fiat
Argentine Peso,2912695.409,fiat
Australian Dollar,25218.076,fiat
Bangladeshi Taka,1772729.924,fiat
Bahraini Dinar,6452.25,fiat
Bermudian Dollar,17140.73,fiat
Brazil Real,89783.145,fiat
Canadian Dollar,23529.937,fiat
Swiss Franc,16028.314,fiat
Chilean Peso,14773252.591,fiat
Chinese Yuan,119260.058,fiat
Czech Koruna,394958.42,fiat
Danish Krone,121047.837,fiat
Euro,16260.245,fiat
British Pound Sterling,13983.87,fiat
Hong Kong Dollar,133458.582,fiat
Hungarian Forint,6812069.017,fiat
Indonesian Rupiah,267446814.149,fiat
Israeli New Shekel,58605.013,fiat
Indian Rupee,1413101.513,fiat
Japanese Yen,2340995.025,fiat
South Korean Won,22356140.248,fiat
Kuwaiti Dinar,5258.45,fiat
Sri Lankan Rupee,6303614.931,fiat
Burmese Kyat,36020649.467,fiat
Mexican Peso,338992.222,fiat
Malaysian Ringgit,75479.205,fiat
Nigerian Naira,7607157.405,fiat
Norwegian Krone,171499.862,fiat
New Zealand Dollar,26728.106,fiat
Philippine Peso,949167.92,fiat
Pakistani Rupee,3854206.823,fiat
Polish Zloty,76319.958,fiat
Russian Ruble,1071552.786,fiat
Saudi Riyal,64450.911,fiat
Swedish Krona,177409.129,fiat
Singapore Dollar,23242.83,fiat
Thai Baht,593493.619,fiat
Turkish Lira,319693.474,fiat
New Taiwan Dollar,526369.543,fiat
Ukrainian hryvnia,630274.747,fiat
Venezuelan bolívar fuerte,1716.301,fiat
Vietnamese đồng,407949380.04,fiat
South African Rand,297466.917,fiat
IMF Special Drawing Rights,12941.885,fiat
Silver - Troy Ounce,730.014,commodity
Gold - Troy Ounce,9.537,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.493,crypto
Litecoin,224.543,crypto
Bitcoin Cash,157.314,crypto
Binance Coin,59.493,crypto
EOS,16579.776,crypto
XRP,44208.358,crypto
Lumens,200813.36,crypto
Chainlink,2501.416,crypto
Polkadot,3251.462,crypto
Yearn.finance,2.488,crypto
US Dollar,17141.609,fiat
United Arab Emirates Dirham,62961.133,fiat
Argentine Peso,2912844.901,fiat
Australian Dollar,25219.37,fiat
Bangladeshi Taka,1772820.907,fiat
Bahraini Dinar,6452.581,fiat
Bermudian Dollar,17141.609,fiat
Brazil Real,89787.753,fiat
Canadian Dollar,23531.145,fiat
Swiss Franc,16029.136,fiat
Chilean Peso,14774010.814,fiat
Chinese Yuan,119266.179,fiat
Czech Koruna,394978.691,fiat
Danish Krone,121054.049,fiat
Euro,16261.079,fiat
British Pound Sterling,13984.588,fiat
Hong Kong Dollar,133465.432,fiat
Hungarian Forint,6812418.64,fiat
Indonesian Rupiah,267460540.606,fiat
Israeli New Shekel,58608.021,fiat
Indian Rupee,1413174.04,fiat
Japanese Yen,2341115.174,fiat
