name,value,type
Indonesian Rupiah,267911946.313,fiat
Israeli New Shekel,58840.42,fiat
Indian Rupee,1415559.12,fiat
Japanese Yen,2345066.384,fiat
South Korean Won,22395021.099,fiat
Kuwaiti Dinar,5267.595,fiat
Sri Lankan Rupee,6314577.911,fiat
Burmese Kyat,36083295.054,fiat
Mexican Peso,339581.783,fiat
Malaysian Ringgit,75610.475,fiat
Nigerian Naira,7620387.451,fiat
Norwegian Krone,171798.127,fiat
New Zealand Dollar,26774.59,fiat
Philippine Peso,950818.673,fiat
Pakistani Rupee,3860909.896,fiat
Polish Zloty,76452.69,fiat
Russian Ruble,1073416.385,fiat
Saudi Riyal,64563.001,fiat
Swedish Krona,177717.671,fiat
Singapore Dollar,23283.253,fiat
Thai Baht,594525.798,fiat
Turkish Lira,320295.831,fiat
New Taiwan Dollar,527284.982,fiat
Ukrainian hryvnia,631370.894,fiat
Venezuelan bolívar fuerte,1719.286,fiat
Vietnamese đồng,408658868.311,fiat
South African Rand,297984.259,fiat
IMF Special Drawing Rights,12964.393,fiat
Silver - Troy Ounce,731.284,commodity
Gold - Troy Ounce,9.553,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.497,crypto
Litecoin,222.505,crypto
Bitcoin Cash,157.677,crypto
Binance Coin,59.201,crypto
EOS,16540.886,crypto
XRP,44315.597,crypto
Lumens,201029.605,crypto
Chainlink,2492.178,crypto
Polkadot,3252.338,crypto
Yearn.finance,2.468,crypto
US Dollar,17165.776,fiat
United Arab Emirates Dirham,63051.612,fiat
Argentine Peso,2916951.405,fiat
Australian Dollar,25254.924,fiat
Bangladeshi Taka,1775320.215,fiat
Bahraini Dinar,6461.678,fiat
Bermudian Dollar,17165.776,fiat
Brazil Real,89914.335,fiat
Canadian Dollar,23564.319,fiat
Swiss Franc,16051.734,fiat
Chilean Peso,14698992.349,fiat
Chinese Yuan,119434.32,fiat
Czech Koruna,395535.529,fiat
Danish Krone,121224.71,fiat
Euro,16284.004,fiat
British Pound Sterling,14003.445,fiat
Hong Kong Dollar,133653.59,fiat
Hungarian Forint,6822022.731,fiat
Indonesian Rupiah,267837604.233,fiat
Israeli New Shekel,58824.093,fiat
Indian Rupee,1415166.32,fiat
Japanese Yen,2344415.659,fiat
South Korean Won,22388806.772,fiat
Kuwaiti Dinar,5266.133,fiat
Sri Lankan Rupee,6312825.697,fiat
Burmese Kyat,36073282.409,fiat
Mexican Peso,339487.553,fiat
Malaysian Ringgit,75589.494,fiat
Nigerian Naira,7618272.892,fiat
Norwegian Krone,171750.456,fiat
New Zealand Dollar,26767.161,fiat
Philippine Peso,950554.833,fiat
Pakistani Rupee,3859838.544,fiat
Polish Zloty,76431.476,fiat
Russian Ruble,1073118.526,fiat
Saudi Riyal,64545.086,fiat
Swedish Krona,177668.357,fiat
Singapore Dollar,23276.792,fiat
Thai Baht,594360.825,fiat
Turkish Lira,320206.953,fiat
New Taiwan Dollar,527138.668,fiat
Ukrainian hryvnia,631195.697,fiat
Venezuelan bolívar fuerte,1718.809,fiat
Vietnamese đồng,408545470.791,fiat
South African Rand,297901.572,fiat
IMF Special Drawing Rights,12960.796,fiat
Silver - Troy Ounce,731.081,commodity
Gold - Troy Ounce,9.551,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.496,crypto
Litecoin,222.498,crypto
Bitcoin Cash,157.708,crypto
Binance Coin,59.201,crypto
EOS,16540.687,crypto
XRP,44314.729,crypto
Lumens,200937.584,crypto
Chainlink,2492.125,crypto
Polkadot,3252.38,crypto
Yearn.finance,2.468,crypto
US Dollar,17165.794,fiat
United Arab Emirates Dirham,63051.681,fiat
Argentine Peso,2916954.616,fiat
Australian Dollar,25254.952,fiat
Bangladeshi Taka,1775322.17,fiat
Bahraini Dinar,6461.685,fiat
Bermudian Dollar,17165.794,fiat
Brazil Real,89914.434,fiat
Canadian Dollar,23564.345,fiat
Swiss Franc,16051.752,fiat
Chilean Peso,14699008.532,fiat
Chinese Yuan,119434.451,fiat
Czech Koruna,395535.964,fiat
Danish Krone,121224.844,fiat
Euro,16284.022,fiat
British Pound Sterling,14003.46,fiat
Hong Kong Dollar,133653.738,fiat
Hungarian Forint,6822030.241,fiat
Indonesian Rupiah,267837899.103,fiat
Israeli New Shekel,58824.158,fiat
Indian Rupee,1415167.878,fiat
Japanese Yen,2344418.24,fiat
South Korean Won,22388831.421,fiat
Kuwaiti Dinar,5266.139,fiat
Sri Lankan Rupee,6312832.647,fiat
Burmese Kyat,36073322.123,fiat
Mexican Peso,339487.927,fiat
Malaysian Ringgit,75589.578,fiat
Nigerian Naira,7618281.28,fiat
Norwegian Krone,171750.645,fiat
New Zealand Dollar,26767.19,fiat
Philippine Peso,950555.879,fiat
Pakistani Rupee,3859842.793,fiat
Polish Zloty,76431.56,fiat
Russian Ruble,1073119.707,fiat
Saudi Riyal,64545.157,fiat
Swedish Krona,177668.552,fiat
Singapore Dollar,23276.817,fiat
Thai Baht,594361.479,fiat
Turkish Lira,320207.306,fiat
New Taiwan Dollar,527139.248,fiat
Ukrainian hryvnia,631196.392,fiat
Venezuelan bolívar fuerte,1718.811,fiat
Vietnamese đồng,408545920.57,fiat
South African Rand,297901.9,fiat
IMF Special Drawing Rights,12960.81,fiat
Silver - Troy Ounce,731.082,commodity
Gold - Troy Ounce,9.551,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.495,crypto
Litecoin,222.496,crypto
Bitcoin Cash,157.712,crypto
Binance Coin,59.203,crypto
EOS,16532.184,crypto
XRP,44307.076,crypto
Lumens,200900.571,crypto
Chainlink,2492.193,crypto
Polkadot,3252.51,crypto
Yearn.finance,2.468,crypto
US Dollar,17170.532,fiat
United Arab Emirates Dirham,63069.084,fiat
Argentine Peso,2917759.707,fiat
Australian Dollar,25261.923,fiat
Bangladeshi Taka,1775812.166,fiat
Bahraini Dinar,6463.469,fiat
Bermudian Dollar,17170.532,fiat
Brazil Real,89939.25,fiat
Canadian Dollar,23570.848,fiat
Swiss Franc,16056.182,fiat
Chilean Peso,14703065.515,fiat
Chinese Yuan,119467.416,fiat
Czech Koruna,395645.134,fiat
Danish Krone,121258.302,fiat
Euro,16288.516,fiat
British Pound Sterling,14007.325,fiat
Hong Kong Dollar,133690.626,fiat
Hungarian Forint,6823913.148,fiat
Indonesian Rupiah,267911823.412,fiat
Israeli New Shekel,58840.393,fiat
Indian Rupee,1415558.47,fiat
Japanese Yen,2345065.309,fiat
South Korean Won,22395010.826,fiat
Kuwaiti Dinar,5267.593,fiat
Sri Lankan Rupee,6314575.014,fiat
Burmese Kyat,36083278.502,fiat
Mexican Peso,339581.627,fiat
Malaysian Ringgit,75610.441,fiat
Nigerian Naira,7620383.955,fiat
Norwegian Krone,171798.048,fiat
New Zealand Dollar,26774.578,fiat
Philippine Peso,950818.237,fiat
Pakistani Rupee,3860908.125,fiat
Polish Zloty,76452.655,fiat
Russian Ruble,1073415.892,fiat
Saudi Riyal,64562.971,fiat
Swedish Krona,177717.59,fiat
Singapore Dollar,23283.242,fiat
Thai Baht,594525.526,fiat
Turkish Lira,320295.684,fiat
New Taiwan Dollar,527284.74,fiat
Ukrainian hryvnia,631370.604,fiat
Venezuelan bolívar fuerte,1719.285,fiat
Vietnamese đồng,408658680.844,fiat
South African Rand,297984.122,fiat
IMF Special Drawing Rights,12964.387,fiat
Silver - Troy Ounce,731.284,commodity
Gold - Troy Ounce,9.553,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.494,crypto
Litecoin,222.441,crypto
Bitcoin Cash,157.711,crypto
Binance Coin,59.202,crypto
EOS,16532.105,crypto
XRP,44319.563,crypto
Lumens,200965.114,crypto
Chainlink,2491.625,crypto
Polkadot,3252.289,crypto
Yearn.finance,2.468,crypto
US Dollar,17165.947,fiat
United Arab Emirates Dirham,63052.241,fiat
Argentine Peso,2916980.544,fiat
Australian Dollar,25255.177,fiat
Bangladeshi Taka,1775337.95,fiat
Bahraini Dinar,6461.743,fiat
Bermudian Dollar,17165.947,fiat
Brazil Real,89915.233,fiat
Canadian Dollar,23564.554,fiat
Swiss Franc,16051.894,fiat
Chilean Peso,14699139.186,fiat
Chinese Yuan,119435.513,fiat
Czech Koruna,395539.48,fiat
Danish Krone,121225.921,fiat
Euro,16284.167,fiat
British Pound Sterling,14003.585,fiat
Hong Kong Dollar,133654.926,fiat
Hungarian Forint,6822090.88,fiat
Indonesian Rupiah,267840279.821,fiat
Israeli New Shekel,58824.681,fiat
Indian Rupee,1415180.457,fiat
Japanese Yen,2344439.079,fiat
South Korean Won,22389030.427,fiat
Kuwaiti Dinar,5266.186,fiat
Sri Lankan Rupee,6312888.76,fiat
Burmese Kyat,36073642.767,fiat
Mexican Peso,339490.944,fiat
Malaysian Ringgit,75590.25,fiat
Nigerian Naira,7618348.996,fiat
Norwegian Krone,171752.171,fiat
New Zealand Dollar,26767.428,fiat
Philippine Peso,950564.329,fiat
Pakistani Rupee,3859877.102,fiat
Polish Zloty,76432.239,fiat
Russian Ruble,1073129.246,fiat
Saudi Riyal,64545.73,fiat
Swedish Krona,177670.132,fiat
Singapore Dollar,23277.024,fiat
Thai Baht,594366.763,fiat
Turkish Lira,320210.152,fiat
New Taiwan Dollar,527143.933,fiat
Ukrainian hryvnia,631202.002,fiat
Venezuelan bolívar fuerte,1718.826,fiat
Vietnamese đồng,408549551.993,fiat
South African Rand,297904.548,fiat
IMF Special Drawing Rights,12960.925,fiat
Silver - Troy Ounce,731.088,commodity
Gold - Troy Ounce,9.551,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.491,crypto
Litecoin,222.398,crypto
Bitcoin Cash,157.656,crypto
Binance Coin,59.2,crypto
EOS,16536.471,crypto
XRP,44336.172,crypto
Lumens,200922.209,crypto
Chainlink,2491.475,crypto
Polkadot,3252.461,crypto
Yearn.finance,2.466,crypto
US Dollar,17170.025,fiat
United Arab Emirates Dirham,63067.221,fiat
Argentine Peso,2917673.548,fiat
Australian Dollar,25261.177,fiat
Bangladeshi Taka,1775759.727,fiat
Bahraini Dinar,6463.278,fiat
Bermudian Dollar,17170.025,fiat
Brazil Real,89936.594,fiat
Canadian Dollar,23570.152,fiat
Swiss Franc,16055.708,fiat
Chilean Peso,14702631.343,fiat
Chinese Yuan,119463.888,fiat
Czech Koruna,395633.45,fiat
Danish Krone,121254.722,fiat
Euro,16288.035,fiat
British Pound Sterling,14006.912,fiat
Hong Kong Dollar,133686.679,fiat
Hungarian Forint,6823711.642,fiat
Indonesian Rupiah,267903912.132,fiat
Israeli New Shekel,58838.656,fiat
Indian Rupee,1415516.67,fiat
Japanese Yen,2344996.06,fiat
South Korean Won,22394349.514,fiat
Kuwaiti Dinar,5267.437,fiat
Sri Lankan Rupee,6314388.548,fiat
Burmese Kyat,36082212.983,fiat
Mexican Peso,339571.599,fiat
Malaysian Ringgit,75608.208,fiat
Nigerian Naira,7620158.929,fiat
Norwegian Krone,171792.975,fiat
New Zealand Dollar,26773.787,fiat
Philippine Peso,950790.159,fiat
Pakistani Rupee,3860794.115,fiat
Polish Zloty,76450.398,fiat
Russian Ruble,1073384.195,fiat
Saudi Riyal,64561.065,fiat
Swedish Krona,177712.342,fiat
Singapore Dollar,23282.554,fiat
Thai Baht,594507.97,fiat
Turkish Lira,320286.226,fiat
New Taiwan Dollar,527269.17,fiat
Ukrainian hryvnia,631351.96,fiat
Venezuelan bolívar fuerte,1719.234,fiat
Vietnamese đồng,408646613.392,fiat
South African Rand,297975.323,fiat
IMF Special Drawing Rights,12964.004,fiat
Silver - Troy Ounce,731.262,commodity
Gold - Troy Ounce,9.553,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.49,crypto
Litecoin,222.434,crypto
Bitcoin Cash,157.656,crypto
Binance Coin,59.198,crypto
EOS,16537.864,crypto
XRP,44333.378,crypto
Lumens,200884.447,crypto
Chainlink,2490.95,crypto
Polkadot,3251.838,crypto
Yearn.finance,2.462,crypto
US Dollar,17165.945,fiat
United Arab Emirates Dirham,63052.234,fiat
Argentine Peso,2916980.184,fiat
Australian Dollar,25255.174,fiat
Bangladeshi Taka,1775337.731,fiat
Bahraini Dinar,6461.742,fiat
Bermudian Dollar,17165.945,fiat
Brazil Real,89915.222,fiat
Canadian Dollar,23564.551,fiat
Swiss Franc,16051.892,fiat
Chilean Peso,14699137.372,fiat
Chinese Yuan,119435.498,fiat
Czech Koruna,395539.431,fiat
Danish Krone,121225.906,fiat
Euro,16284.165,fiat
British Pound Sterling,14003.583,fiat
Hong Kong Dollar,133654.909,fiat
Hungarian Forint,6822090.038,fiat
Indonesian Rupiah,267840246.762,fiat
Israeli New Shekel,58824.673,fiat
Indian Rupee,1415180.283,fiat
Japanese Yen,2344438.789,fiat
South Korean Won,22389027.664,fiat
Kuwaiti Dinar,5266.185,fiat
Sri Lankan Rupee,6312887.981,fiat
Burmese Kyat,36073638.314,fiat
Mexican Peso,339490.903,fiat
Malaysian Ringgit,75590.24,fiat
Nigerian Naira,7618348.055,fiat
Norwegian Krone,171752.15,fiat
New Zealand Dollar,26767.425,fiat
Philippine Peso,950564.211,fiat
Pakistani Rupee,3859876.626,fiat
Polish Zloty,76432.23,fiat
Russian Ruble,1073129.113,fiat
Saudi Riyal,64545.722,fiat
Swedish Krona,177670.11,fiat
Singapore Dollar,23277.022,fiat
Thai Baht,594366.689,fiat
Turkish Lira,320210.113,fiat
New Taiwan Dollar,527143.868,fiat
Ukrainian hryvnia,631201.924,fiat
Venezuelan bolívar fuerte,1718.826,fiat
Vietnamese đồng,408549501.567,fiat
South African Rand,297904.511,fiat
IMF Special Drawing Rights,12960.923,fiat
Silver - Troy Ounce,731.088,commodity
Gold - Troy Ounce,9.551,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.489,crypto
Litecoin,222.472,crypto
Bitcoin Cash,157.657,crypto
Binance Coin,59.188,crypto
EOS,16534.963,crypto
XRP,44313.987,crypto
Lumens,200893.353,crypto
Chainlink,2490.323,crypto
Polkadot,3250.995,crypto
Yearn.finance,2.456,crypto
US Dollar,17169.831,fiat
United Arab Emirates Dirham,63066.507,fiat
Argentine Peso,2917640.505,fiat
Australian Dollar,25260.891,fiat
Bangladeshi Taka,1775739.617,fiat
Bahraini Dinar,6463.205,fiat
Bermudian Dollar,17169.831,fiat
Brazil Real,89935.576,fiat
Canadian Dollar,23569.885,fiat
Swiss Franc,16055.526,fiat
Chilean Peso,14702464.837,fiat
Chinese Yuan,119462.535,fiat
Czech Koruna,395628.97,fiat
Danish Krone,121253.348,fiat
Euro,16287.851,fiat
British Pound Sterling,14006.753,fiat
Hong Kong Dollar,133685.165,fiat
Hungarian Forint,6823634.364,fiat
Indonesian Rupiah,267900878.155,fiat
Israeli New Shekel,58837.99,fiat
Indian Rupee,1415500.639,fiat
Japanese Yen,2344969.503,fiat
South Korean Won,22394095.901,fiat
Kuwaiti Dinar,5267.378,fiat
Sri Lankan Rupee,6314317.039,fiat
Burmese Kyat,36081804.357,fiat
Mexican Peso,339567.754,fiat
Malaysian Ringgit,75607.352,fiat
Nigerian Naira,7620072.632,fiat
Norwegian Krone,171791.03,fiat
New Zealand Dollar,26773.484,fiat
Philippine Peso,950779.392,fiat
Pakistani Rupee,3860750.392,fiat
Polish Zloty,76449.532,fiat
Russian Ruble,1073372.039,fiat
Saudi Riyal,64560.334,fiat
Swedish Krona,177710.329,fiat
Singapore Dollar,23282.291,fiat
Thai Baht,594501.237,fiat
Turkish Lira,320282.599,fiat
New Taiwan Dollar,527263.199,fiat
Ukrainian hryvnia,631344.81,fiat
Venezuelan bolívar fuerte,1719.215,fiat
Vietnamese đồng,408641985.521,fiat
South African Rand,297971.949,fiat
IMF Special Drawing Rights,12963.857,fiat
Silver - Troy Ounce,731.254,commodity
Gold - Troy Ounce,9.553,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.489,crypto
Litecoin,222.47,crypto
Bitcoin Cash,157.657,crypto
Binance Coin,59.189,crypto
EOS,16535.005,crypto
XRP,44313.029,crypto
Lumens,200891.984,crypto
Chainlink,2489.949,crypto
Polkadot,3251.01,crypto
Yearn.finance,2.455,crypto
US Dollar,17169.828,fiat
United Arab Emirates Dirham,63066.498,fiat
Argentine Peso,2917640.095,fiat
Australian Dollar,25260.887,fiat
Bangladeshi Taka,1775739.367,fiat
Bahraini Dinar,6463.204,fiat
Bermudian Dollar,17169.828,fiat
Brazil Real,89935.563,fiat
Canadian Dollar,23569.882,fiat
Swiss Franc,16055.524,fiat
Chilean Peso,14702462.768,fiat
Chinese Yuan,119462.518,fiat
Czech Koruna,395628.914,fiat
Danish Krone,121253.331,fiat
Euro,16287.849,fiat
British Pound Sterling,14006.751,fiat
Hong Kong Dollar,133685.146,fiat
Hungarian Forint,6823633.404,fiat
Indonesian Rupiah,267900840.448,fiat
Israeli New Shekel,58837.981,fiat
Indian Rupee,1415500.44,fiat
Japanese Yen,2344969.173,fiat
South Korean Won,22394092.749,fiat
Kuwaiti Dinar,5267.377,fiat
Sri Lankan Rupee,6314316.15,fiat
Burmese Kyat,36081799.278,fiat
Mexican Peso,339567.706,fiat
Malaysian Ringgit,75607.341,fiat
Nigerian Naira,7620071.56,fiat
Norwegian Krone,171791.006,fiat
New Zealand Dollar,26773.48,fiat
Philippine Peso,950779.258,fiat
Pakistani Rupee,3860749.848,fiat
Polish Zloty,76449.521,fiat
Russian Ruble,1073371.888,fiat
Saudi Riyal,64560.325,fiat
Swedish Krona,177710.304,fiat
Singapore Dollar,23282.287,fiat
Thai Baht,594501.153,fiat
Turkish Lira,320282.554,fiat
New Taiwan Dollar,527263.124,fiat
Ukrainian hryvnia,631344.721,fiat
Venezuelan bolívar fuerte,1719.214,fiat
Vietnamese đồng,408641928.005,fiat
South African Rand,297971.907,fiat
IMF Special Drawing Rights,12963.856,fiat
Silver - Troy Ounce,731.254,commodity
Gold - Troy Ounce,9.553,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.489,crypto
Litecoin,222.459,crypto
Bitcoin Cash,157.618,crypto
Binance Coin,59.187,crypto
EOS,16533.306,crypto
XRP,44311.693,crypto
Lumens,200956.549,crypto
Chainlink,2488.479,crypto
Polkadot,3250.693,crypto
Yearn.finance,2.453,crypto
US Dollar,17169.758,fiat
United Arab Emirates Dirham,63066.24,fiat
Argentine Peso,2917628.136,fiat
Australian Dollar,25260.784,fiat
Bangladeshi Taka,1775732.089,fiat
Bahraini Dinar,6463.177,fiat
Bermudian Dollar,17169.758,fiat
Brazil Real,89935.195,fiat
Canadian Dollar,23569.786,fiat
Swiss Franc,16055.458,fiat
Chilean Peso,14702402.507,fiat
Chinese Yuan,119462.028,fiat
Czech Koruna,395627.293,fiat
Danish Krone,121252.834,fiat
Euro,16287.782,fiat
British Pound Sterling,14006.694,fiat
Hong Kong Dollar,133684.598,fiat
Hungarian Forint,6823605.436,fiat
Indonesian Rupiah,267899742.412,fiat
Israeli New Shekel,58837.74,fiat
Indian Rupee,1415494.638,fiat
Japanese Yen,2344959.562,fiat
South Korean Won,22394000.963,fiat
Kuwaiti Dinar,5267.355,fiat
Sri Lankan Rupee,6314290.27,fiat
Burmese Kyat,36081651.391,fiat
Mexican Peso,339566.314,fiat
Malaysian Ringgit,75607.031,fiat
Nigerian Naira,7620040.328,fiat
Norwegian Krone,171790.302,fiat
New Zealand Dollar,26773.371,fiat
Philippine Peso,950775.361,fiat
Pakistani Rupee,3860734.024,fiat
Polish Zloty,76449.208,fiat
Russian Ruble,1073367.489,fiat
Saudi Riyal,64560.06,fiat
Swedish Krona,177709.576,fiat
Singapore Dollar,23282.192,fiat
Thai Baht,594498.717,fiat
Turkish Lira,320281.241,fiat
New Taiwan Dollar,527260.963,fiat
Ukrainian hryvnia,631342.134,fiat
Venezuelan bolívar fuerte,1719.207,fiat
Vietnamese đồng,408640253.119,fiat
South African Rand,297970.685,fiat
IMF Special Drawing Rights,12963.802,fiat
Silver - Troy Ounce,731.251,commodity
Gold - Troy Ounce,9.553,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.489,crypto
Litecoin,222.436,crypto
Bitcoin Cash,157.651,crypto
Binance Coin,59.206,crypto
EOS,16533.059,crypto
XRP,44315.442,crypto
Lumens,200972.781,crypto
Chainlink,2488.438,crypto
Polkadot,3250.462,crypto
Yearn.finance,2.452,crypto
US Dollar,17169.659,fiat
United Arab Emirates Dirham,63065.876,fiat
Argentine Peso,2917611.313,fiat
Australian Dollar,25260.638,fiat
Bangladeshi Taka,1775721.85,fiat
Bahraini Dinar,6463.14,fiat
Bermudian Dollar,17169.659,fiat
Brazil Real,89934.676,fiat
Canadian Dollar,23569.65,fiat
Swiss Franc,16055.365,fiat
Chilean Peso,14702317.733,fiat
Chinese Yuan,119461.34,fiat
Czech Koruna,395625.011,fiat
Danish Krone,121252.135,fiat
Euro,16287.688,fiat
British Pound Sterling,14006.613,fiat
Hong Kong Dollar,133683.827,fiat
Hungarian Forint,6823566.091,fiat
Indonesian Rupiah,267898197.702,fiat
Israeli New Shekel,58837.401,fiat
Indian Rupee,1415486.477,fiat
Japanese Yen,2344946.041,fiat
South Korean Won,22393871.839,fiat
Kuwaiti Dinar,5267.325,fiat
Sri Lankan Rupee,6314253.861,fiat
Burmese Kyat,36081443.344,fiat
Mexican Peso,339564.356,fiat
Malaysian Ringgit,75606.595,fiat
Nigerian Naira,7619996.39,fiat
Norwegian Krone,171789.311,fiat
New Zealand Dollar,26773.216,fiat
Philippine Peso,950769.879,fiat
Pakistani Rupee,3860711.763,fiat
Polish Zloty,76448.767,fiat
Russian Ruble,1073361.3,fiat
Saudi Riyal,64559.688,fiat
Swedish Krona,177708.551,fiat
Singapore Dollar,23282.058,fiat
Thai Baht,594495.289,fiat
Turkish Lira,320279.395,fiat
New Taiwan Dollar,527257.923,fiat
Ukrainian hryvnia,631338.493,fiat
Venezuelan bolívar fuerte,1719.198,fiat
Vietnamese đồng,408637896.899,fiat
South African Rand,297968.967,fiat
IMF Special Drawing Rights,12963.728,fiat
Silver - Troy Ounce,731.246,commodity
Gold - Troy Ounce,9.553,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.489,crypto
Litecoin,222.41,crypto
Bitcoin Cash,157.656,crypto
Binance Coin,59.209,crypto
EOS,16537.381,crypto
XRP,44323.651,crypto
Lumens,200924.365,crypto
Chainlink,2488.567,crypto
Polkadot,3250.612,crypto
Yearn.finance,2.453,crypto
US Dollar,17169.37,fiat
United Arab Emirates Dirham,63064.813,fiat
Argentine Peso,2917562.125,fiat
Australian Dollar,25260.212,fiat
Bangladeshi Taka,1775691.913,fiat
Bahraini Dinar,6463.031,fiat
Bermudian Dollar,17169.37,fiat
Brazil Real,89933.16,fiat
Canadian Dollar,23569.252,fiat
Swiss Franc,16055.095,fiat
Chilean Peso,14702069.867,fiat
Chinese Yuan,119459.326,fiat
Czech Koruna,395618.342,fiat
Danish Krone,121250.091,fiat
Euro,16287.413,fiat
British Pound Sterling,14006.377,fiat
Hong Kong Dollar,133681.573,fiat
Hungarian Forint,6823451.053,fiat
Indonesian Rupiah,267893681.214,fiat
Israeli New Shekel,58836.409,fiat
Indian Rupee,1415462.613,fiat
Japanese Yen,2344906.508,fiat
South Korean Won,22393494.302,fiat
Kuwaiti Dinar,5267.236,fiat
Sri Lankan Rupee,6314147.41,fiat
Burmese Kyat,36080835.048,fiat
Mexican Peso,339558.631,fiat
Malaysian Ringgit,75605.321,fiat
Nigerian Naira,7619867.925,fiat
Norwegian Krone,171786.415,fiat
New Zealand Dollar,26772.765,fiat
Philippine Peso,950753.85,fiat
Pakistani Rupee,3860646.676,fiat
Polish Zloty,76447.478,fiat
Russian Ruble,1073343.204,fiat
Saudi Riyal,64558.599,fiat
Swedish Krona,177705.555,fiat
Singapore Dollar,23281.665,fiat
Thai Baht,594485.266,fiat
Turkish Lira,320273.995,fiat
New Taiwan Dollar,527249.034,fiat
Ukrainian hryvnia,631327.85,fiat
Venezuelan bolívar fuerte,1719.169,fiat
Vietnamese đồng,408631007.684,fiat
South African Rand,297963.944,fiat
IMF Special Drawing Rights,12963.509,fiat
Silver - Troy Ounce,731.234,commodity
Gold - Troy Ounce,9.553,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.487,crypto
Litecoin,222.322,crypto
Bitcoin Cash,157.653,crypto
Binance Coin,59.208,crypto
EOS,16546.025,crypto
XRP,44317.884,crypto
Lumens,201034.411,crypto
Chainlink,2486.261,crypto
Polkadot,3251.066,crypto
Yearn.finance,2.453,crypto
US Dollar,17160.524,fiat
United Arab Emirates Dirham,63032.323,fiat
Argentine Peso,2916059.059,fiat
Australian Dollar,25247.198,fiat
Bangladeshi Taka,1774777.114,fiat
Bahraini Dinar,6459.702,fiat
Bermudian Dollar,17160.524,fiat
Brazil Real,89886.828,fiat
Canadian Dollar,23557.11,fiat
Swiss Franc,16046.823,fiat
Chilean Peso,14694495.673,fiat
Chinese Yuan,119397.783,fiat
Czech Koruna,395414.527,fiat
Danish Krone,121187.625,fiat
Euro,16279.022,fiat
British Pound Sterling,13999.161,fiat
Hong Kong Dollar,133612.703,fiat
Hungarian Forint,6819935.756,fiat
Indonesian Rupiah,267755668.071,fiat
Israeli New Shekel,58806.098,fiat
Indian Rupee,1414733.397,fiat
Japanese Yen,2343698.462,fiat
South Korean Won,22381957.648,fiat
Kuwaiti Dinar,5264.522,fiat
Sri Lankan Rupee,6310894.495,fiat
Burmese Kyat,36062246.967,fiat
Mexican Peso,339383.698,fiat
Malaysian Ringgit,75566.37,fiat
Nigerian Naira,7615942.331,fiat
Norwegian Krone,171697.914,fiat
New Zealand Dollar,26758.972,fiat
Philippine Peso,950264.042,fiat
Pakistani Rupee,3858657.752,fiat
Polish Zloty,76408.094,fiat
Russian Ruble,1072790.24,fiat
Saudi Riyal,64525.34,fiat
Swedish Krona,177614.005,fiat
Singapore Dollar,23269.671,fiat
Thai Baht,594179,fiat
Turkish Lira,320108.997,fiat
New Taiwan Dollar,526977.407,fiat
Ukrainian hryvnia,631002.603,fiat
Venezuelan bolívar fuerte,1718.283,fiat
Vietnamese đồng,408420489.655,fiat
South African Rand,297810.439,fiat
IMF Special Drawing Rights,12956.831,fiat
Silver - Troy Ounce,730.857,commodity
Gold - Troy Ounce,9.548,commodity
Bits,1000000,crypto
Satoshi,100000000,crypto
Bitcoin,1,crypto
Ether,13.488,crypto
Litecoin,222.342,crypto
Bitcoin Cash,157.655,crypto
Binance Coin,59.212,crypto
EOS,16549.744,crypto
XRP,44324.606,crypto
Lumens,201009.008,crypto
Chainlink,2486.204,crypto
Polkadot,3251.698,crypto
Yearn.finance,2.455,crypto
US Dollar,17161.473,fiat
United Arab Emirates Dirham,63035.808,fiat
Argentine Peso,2916220.303,fiat
Australian Dollar,25248.595,fiat
Bangladeshi Taka,1774875.251,fiat
Bahraini Dinar,6460.059,fiat
Bermudian Dollar,17161.473,fiat
Brazil Real,89891.799,fiat
Canadian Dollar,23558.412,fiat
Swiss Franc,16047.711,fiat
Chilean Peso,14695308.207,fiat
Chinese Yuan,119404.385,fiat
Czech Koruna,395436.392,fiat
Danish Krone,121194.327,fiat
Euro,16279.923,fiat
British Pound Sterling,13999.935,fiat
Hong Kong Dollar,133620.092,fiat
Hungarian Forint,6820312.865,fiat
Indonesian Rupiah,267770473.667,fiat
Israeli New Shekel,58809.349,fiat
